"ID","Name","§130 StGB - Goldstandard","Result - Vanilla GPT-4o","Result - Vanilla GPT-o1","Result - Vanilla Deepseek V3","Result - Vanilla GPT OSS120b","Result - Vanilla Mistral Large","Result - Vanilla GPT5-mini","Result - CoT GPT 4o","Result - CoT GPT o1","Result - CoT Deepseek V3","Result - CoT GPT  OSS120b","Result - CoT Mistral Large","Result - CoT GPT5-mini","Result - RuleAI Deepseek V3","Result - RuleAI GPT OSS120b","Result RuleAI GPT5-mini","Result - RuleAI Mistral Large","Result - RuleAI GPT-4o","Result - RuleAI GPT-o1"
"852502","175_50040","0","n","n","n","n","n","y","y","n","n","n","n","y","N","N","N","N","N","N"
"852503","176_50087","0","n","n","y","n","y","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852504","177_30202","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852505","178_10131","0","n","y","y","n","y","y","y","n","y","y","n","y","Y","N","N","N","N","N"
"852506","179_30173","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852507","180_10013","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852508","181_30205","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852509","182_50798","1","n","y","y","y","y","y","y","y","n","y","n","y","N","N","N","N","N","N"
"852510","183_10144","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852511","184_30099","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852512","185_50071","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852513","186_10058","0","y","n","y","y","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"852514","187_50100","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852515","188_50901","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852516","189_50003","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852517","190_60027","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852518","191_60009","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","N"
"852519","192_60032","0","y","y","y","n","y","y","y","y","y","y","y","y","Y","N","N","N","N","Y"
"852520","193_10033","0","n","n","y","n","y","y","y","n","y","n","n","n","N","N","N","N","N","N"
"852521","194_60055","1","y","y","y","y","y","y","y","y","y","n","y","y","Y","N","N","Y","Y","Y"
"852522","195_30200","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852523","196_50766","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852524","197_20059","0","n","y","y","y","n","n","y","y","y","n","n","y","N","N","N","N","N","N"
"852525","198_20017","0.5","y","y","y","y","y","y","y","y","y","y","y","y","N","Y","N","Y","N","N"
"852526","199_50839","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852527","200_50050","0","n","y","y","y","n","y","n","y","y","y","n","y","Y","Y","N","N","N","N"
"852528","201_30243","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852529","202_50916","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852530","203_50031","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852531","204_10052","0","n","n","y","y","y","n","n","y","n","y","n","y","N","N","N","N","N","N"
"852532","205_30149","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852533","206_50002","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852534","207_50767","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852535","208_30117","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852536","209_10152","0","n","n","y","n","n","n","n","n","y","y","n","n","N","N","N","N","N","N"
"852537","210_50176","0.5","y","y","y","y","y","y","y","n","y","n","y","y","N","N","N","N","N","N"
"852538","211_50497","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852539","212_50163","0","n","n","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852540","213_50175","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852541","214_50188","0","y","y","n","y","n","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852542","215_60023","0","y","y","n","n","n","y","y","y","n","n","n","y","N","N","N","N","N","N"
"852543","216_30228","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852544","217_50848","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852545","218_50489","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852546","219_50129","0","n","y","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852547","220_50495","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852548","221_30155","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852549","222_50101","0","y","n","y","y","y","n","y","n","y","n","n","n","N","N","N","N","N","N"
"852550","223_50134","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852551","224_30180","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852552","225_30097","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852553","226_30244","0","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"852554","227_50768","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852555","228_30023","0","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"852556","229_30029","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852557","230_30220","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852558","231_20040","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852559","232_50794","0","y","y","y","y","y","y","y","y","y","n","n","n","Y","N","N","Y","N","N"
"852560","233_50920","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852561","234_30144","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852562","235_30109","0.5","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852563","236_10141","0","n","n","n","y","n","n","n","y","n","n","n","y","N","N","N","N","N","N"
"852564","237_30185","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852565","238_20046","0.5","n","y","n","n","n","y","y","y","n","n","n","y","N","N","N","N","N","N"
"852566","239_10107","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852567","240_50879","0","n","y","y","y","n","y","n","y","n","n","n","n","N","N","N","N","N","N"
"852568","241_10039","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"852569","242_60017","0","n","y","y","n","y","y","n","y","n","y","n","y","Y","N","N","N","N","N"
"852570","243_50035","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852571","244_50059","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852572","245_50514","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852573","246_10132","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852574","247_50146","0.5","y","y","n","y","n","y","y","y","n","y","y","y","Y","Y","Y","Y","N","N"
"852575","248_10049","0","y","n","y","n","y","n","y","n","y","n","y","y","N","N","N","N","N","N"
"852576","249_10134","1","n","y","y","n","n","n","y","y","y","y","n","y","N","N","N","N","N","N"
"852577","250_50769","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852578","251_30136","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852579","252_50505","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852580","253_30141","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852581","254_50854","0.5","n","n","n","y","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"852582","255_20080","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852583","256_30167","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852584","257_30197","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852585","258_50770","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852586","259_30203","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852587","260_50786","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852588","261_50098","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852589","262_60035","0.5","y","n","y","n","y","n","y","n","y","n","y","n","N","N","N","N","N","N"
"852590","263_20063","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852591","264_30191","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852592","265_50557","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852593","266_20025","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","Y"
"852594","267_50875","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852595","268_20012","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"852596","269_50537","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852597","270_30119","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852598","271_50029","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852599","272_20036","0.5","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852600","273_10030","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852601","274_60012","0.5","y","n","y","y","y","n","y","n","y","n","n","n","N","N","N","N","N","N"
"852602","275_50503","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852603","276_30079","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852604","277_50488","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852605","278_50861","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852606","279_50047","0","y","y","y","y","n","y","y","y","y","y","n","n","N","N","N","N","N","N"
"852607","280_30142","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852608","281_50926","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852609","282_60048","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","N"
"852610","283_50562","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852611","284_30232","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852612","285_50511","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852613","286_10103","0.5","y","y","y","y","y","y","y","y","y","n","y","y","Y","Y","N","Y","Y","Y"
"852614","287_50156","1","n","y","y","y","n","y","y","y","y","y","n","y","Y","Y","N","Y","N","N"
"852615","288_10005","0","y","y","y","n","y","y","y","y","y","n","n","y","N","N","N","N","N","N"
"852616","289_30005","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852617","290_50117","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852618","291_10006","0","y","y","y","y","y","y","y","n","y","n","n","y","N","N","N","N","N","N"
"852619","292_50541","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852620","293_10070","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852621","294_50058","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852622","295_50500","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852623","296_50089","0","y","y","n","y","n","n","y","y","n","n","n","n","N","N","N","N","N","N"
"852624","297_10108","0","n","y","y","y","y","y","y","y","y","y","n","y","N","N","N","N","N","N"
"852625","298_30171","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852626","299_50487","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852627","300_10018","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","N","Y","Y"
"852628","301_20011","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852629","302_50110","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852630","303_20047","0","y","y","y","y","y","y","y","n","y","y","n","y","N","N","N","N","N","N"
"852631","304_20008","0.5","y","y","n","y","n","y","y","y","y","y","n","y","N","N","N","N","N","N"
"852632","305_20043","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852633","306_10050","0","n","n","y","y","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"852634","307_50862","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852635","308_50020","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852636","309_50556","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852637","310_50517","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852638","311_50835","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852639","312_50796","0","n","y","y","y","n","y","n","y","y","y","n","y","Y","Y","N","N","N","N"
"852640","313_50125","0","n","n","y","y","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"852641","314_60063","0","y","y","n","y","y","y","y","y","n","y","y","y","N","Y","N","N","N","N"
"852642","315_50152","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852643","316_10148","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","N"
"852644","317_30246","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852645","318_30028","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852646","319_10055","0","y","y","y","y","y","y","y","y","n","n","n","y","N","N","N","N","N","N"
"852647","320_50795","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852648","321_50249","0","n","n","n","y","n","y","y","n","n","y","n","n","N","N","N","N","N","N"
"852649","322_50565","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852650","323_50192","0.5","y","y","y","y","n","y","y","y","n","y","n","y","Y","Y","N","Y","Y","Y"
"852651","324_50526","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852652","325_10147","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852653","326_50823","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852654","327_30000","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852655","328_20076","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852656","329_10048","0","y","y","y","n","n","y","y","y","n","y","n","y","Y","N","N","N","N","N"
"852657","330_60018","0.5","n","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","N","Y","N"
"852658","331_10022","0","n","y","y","y","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"852659","332_30027","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852660","333_20037","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852661","334_10088","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","Y","Y","Y","Y"
"852662","335_20085","0","y","y","y","n","y","y","y","y","y","n","n","y","N","N","N","N","N","N"
"852663","336_50124","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852664","337_50123","0.5","y","y","n","y","n","y","n","n","n","n","n","n","Y","N","N","N","N","N"
"852665","338_50804","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852666","339_50560","0","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"852667","340_50170","0.5","y","y","y","n","n","n","y","y","n","n","n","n","Y","N","Y","N","N","N"
"852668","341_50834","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852669","342_50180","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852670","343_60075","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852671","344_10074","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852672","345_50501","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852673","346_10011","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"852674","347_50908","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852675","348_50092","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852676","349_20022","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852677","350_50005","0","n","n","n","n","n","n","n","n","n","y","n","n","N","Y","N","N","N","N"
"852678","351_30195","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852679","352_30218","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852680","353_50056","0.5","n","y","y","n","n","y","y","y","n","y","y","y","Y","N","N","N","Y","Y"
"852681","354_50849","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852682","355_50820","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852683","356_30075","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852684","357_50118","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852685","358_10053","0","y","y","y","y","y","y","y","y","y","n","y","y","Y","N","N","N","N","N"
"852686","359_60056","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852687","360_10110","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852688","361_30072","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852689","362_60040","0.5","y","y","y","y","y","n","y","y","y","y","y","y","N","N","N","N","N","N"
"852690","363_50030","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852691","364_30175","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852692","365_30176","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852693","366_10124","0","y","y","y","y","n","y","y","y","y","n","n","y","Y","N","N","Y","N","Y"
"852694","367_50009","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852695","368_20005","0.5","n","y","y","n","y","n","y","n","n","n","n","n","N","N","N","N","N","N"
"852696","369_30042","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852697","370_50159","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852698","371_30234","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852699","372_60007","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852700","373_10040","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","N","Y","Y"
"852701","374_10125","0","n","n","n","n","n","n","n","n","n","y","n","y","N","N","N","N","N","N"
"852702","375_50155","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","N","Y","Y"
"852703","376_50533","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852704","377_30003","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852705","378_10026","0","n","y","y","n","n","n","y","y","n","n","y","n","N","N","N","N","N","N"
"852706","379_50850","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852707","380_30113","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852708","381_50088","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852709","382_30184","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852710","383_50011","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852711","384_10042","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852712","385_30231","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852713","386_10010","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","Y","Y","Y","Y"
"852714","387_10001","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852715","388_50187","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852716","389_20019","1","y","y","y","y","y","y","y","y","y","n","y","y","Y","N","N","Y","N","N"
"852717","390_50149","0","n","y","y","n","n","n","n","y","n","n","n","y","N","N","N","N","N","N"
"852718","391_20023","0.5","y","y","y","n","y","y","y","y","y","n","y","y","Y","N","N","Y","N","N"
"852719","392_30061","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852720","393_20070","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","Y","Y","Y","Y"
"852721","394_30045","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852722","395_30111","0","n","n","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852723","396_30049","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852724","397_50145","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852725","398_30242","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852726","399_10116","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852727","400_20078","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852728","401_50801","0","n","n","n","n","n","y","n","n","n","n","n","n","N","N","N","N","N","N"
"852729","402_20084","0.5","y","y","y","y","n","y","y","y","n","y","n","y","Y","N","N","N","N","N"
"852730","403_50855","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852731","404_10043","0","n","n","n","n","y","y","n","y","n","n","n","y","N","N","N","N","N","N"
"852732","405_50815","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852733","406_30198","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852734","407_60076","0","y","y","y","y","y","y","y","y","y","y","y","y","N","Y","N","N","N","N"
"852735","408_20020","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852736","409_50857","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852737","410_50499","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852738","411_50126","0","n","y","y","n","n","y","n","n","n","n","n","n","N","N","N","N","N","N"
"852739","412_30114","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852740","413_10031","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","N"
"852741","414_50549","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852742","415_30078","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852743","416_60021","0","n","n","n","n","n","n","n","y","y","n","n","n","N","N","N","N","N","N"
"852744","417_50531","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852745","418_50034","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852746","419_20069","0","y","y","y","n","y","n","y","y","y","n","n","n","Y","N","N","N","N","N"
"852747","420_50516","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852748","421_50141","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852749","422_20001","0","y","y","y","y","y","y","y","y","y","y","n","y","N","N","N","N","N","N"
"852750","423_50907","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852751","424_30134","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852752","425_10032","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852753","426_30116","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852754","427_30070","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852755","428_30122","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852756","429_30189","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852757","430_10099","0","n","y","y","n","y","y","n","n","n","y","n","y","N","N","N","N","N","N"
"852758","431_30222","0","n","n","n","n","n","n","n","y","n","n","n","n","N","N","N","N","N","N"
"852759","432_30125","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852760","433_50133","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852761","434_50836","0","n","y","n","y","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"852762","435_50805","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852763","436_50195","0","n","y","n","y","n","y","n","n","n","y","n","y","N","N","N","N","N","N"
"852764","437_50082","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852765","438_20058","0","n","n","y","n","y","n","y","y","y","n","n","y","N","N","N","N","N","N"
"852766","439_50906","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852767","440_30124","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852768","441_60062","0","n","n","n","n","n","n","n","n","n","n","y","n","N","N","N","N","N","N"
"852769","442_30066","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852770","443_60065","0.5","n","y","y","y","n","y","y","y","y","n","n","y","N","N","N","N","N","N"
"852771","444_30236","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852772","445_30123","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852773","446_10027","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","Y"
"852774","447_10077","0","n","n","y","n","n","n","n","y","y","n","n","y","N","N","N","N","N","N"
"852775","448_50164","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852776","449_10090","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852777","450_50065","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852778","451_50520","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852779","452_50536","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852780","453_50007","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
